2020	David Price	BOS	$30,000,000
2020	J.D. Martinez	BOS	$23,750,000
2020	Rick Porcello	BOS	$21,125,000
2020	Craig Kimbrel	BOS	$13,050,000
2020	Chris Sale	BOS	$12,515,000
2020	Mookie Betts	BOS	$10,500,000
2020	Drew Pomeranz	BOS	$8,500,000
2020	Xander Bogaerts	BOS	$7,050,000
2020	Mitch Moreland	BOS	$6,500,000
2020	Jackie Bradley Jr.	BOS	$6,100,000
2020	Eduardo Nunez	BOS	$4,000,000
2020	Joe Kelly	BOS	$3,825,000
2020	Eduardo Rodriguez	BOS	$2,375,000
2020	Brock Holt	BOS	$2,225,000
2020	Tyler Thornburg	BOS	$2,050,000
2020	Sandy Leon	BOS	$1,950,000
2020	Ian Kinsler	BOS	$1,833,340
2020	Steven Pearce	BOS	$1,500,000
2020	Christian Vazquez	BOS	$1,425,000
2020	Steven Wright	BOS	$1,100,000
2020	Brandon Workman	BOS	$781,086
2020	Nathan Eovaldi	BOS	$731,204
2020	Andrew Benintendi	BOS	$620,500
2020	Matt Barnes	BOS	$605,000
2020	Heath Hembree	BOS	$581,500
2020	Rafael Devers	BOS	$564,500
2020	Blake Swihart	BOS	$563,500
2020	Brian Johnson	BOS	$548,000
2020	Hector Velazquez	BOS	$547,000
2020	Ryan Brasier	BOS	$249,050
2020	Tzu-Wei Lin	BOS	$234,400
2020	Bobby Poyner	BOS	$158,220
2020	Sam Travis	BOS	$128,920
2020	William Cuevas	BOS	$102,550
2020	Robby Scott	BOS	$87,900
2020	Brandon Phillips	BOS	$79,110
2020	Dustin Pedroia	BOS	$16,125,000 
2020	Carson Smith	BOS	$850,000 
2020	Marco Hernandez	BOS	$554,000 
2020	Austin Maddox	BOS	$545,000 
2020	Hanley Ramirez	BOS	$22,750,000 
2020	Pablo Sandoval	BOS	$17,455,000 
2020	Allen Craig	BOS	$1,000,000 
2020	Jalen Beeks	BOS	$5,860 
2020	Manny Ramirez	BOS	$2,003,389 
2020	Rusney Castillo	BOS	$11,771,428 
2020	Dan Butler	BOS	$32,230 
2020	Justin Haley	BOS	$49,810 
2020	Tony Renda	BOS	$14,650 
2020	Marcus Walden	BOS	$61,530 
2020	Triston Casas	BOS	$2,552,800 
2020	Nick Decker	BOS	$1,250,000 
2020	Eduardo Lopez	BOS	$1,150,000 
2020	Nicholas Northcut	BOS	$565,000 
2020	Durbin Feltman	BOS	$559,600 
2020	Eduardo Vaughn	BOS	$550,000 
2020	Bryan Gonzalez	BOS	$500,000 
2020	Giancarlos Santana	BOS	$460,000 
2020	Albert Feliz	BOS	$400,000 
2020	Kole Cottam	BOS	$375,000 
2020	Thad Ward	BOS	$275,000 
2020	Christopher Machamer	BOS	$213,000 
2020	Jarren Duran	BOS	$189,800 
2020	Brandon Howlett	BOS	$185,000 
2020	Carlos Reyes	BOS	$180,000 
2020	Elih Marrero	BOS	$157,700 
2020	Ryan Fernandez	BOS	$125,000 
2020	Dylan Hardy	BOS	$125,000 
2020	Caleb Ramsey	BOS	$125,000 
2020	Chase Shugart	BOS	$125,000 
2020	Jonathan Ortega	BOS	$85,000 
2020	Yusniel Padron-Artilles	BOS	$75,000 
2020	Devlin Granberg	BOS	$40,000 
2020	Andrew Politi	BOS	$25,000 
2020	Gregorio Reyes	BOS	$20,000 
2020	Lane Milligan	BOS	$10,000 
2020	Logan Browning	BOS	$5,000 
2020	Eddie Jimenez	BOS	$5,000 
2020	Korby Batesole	BOS	$2,500 
2020	Brian Brown	BOS	$2,500 
2020	Kris Jackson	BOS	$2,500 
2020	Grant Williams	BOS	$2,500 
2020	Mark Melancon	SF	$20,000,000
2020	Hunter Pence	SF	$18,500,000
2020	Brandon Belt	SF	$17,200,000
2020	Brandon Crawford	SF	$15,200,000
2020	Evan Longoria	SF	$12,000,000
2020	Madison Bumgarner	SF	$12,000,000
2020	Sam Dyson	SF	$4,425,000
2020	Joe Panik	SF	$3,450,000
2020	Tony Watson	SF	$3,000,000
2020	Nick Hundley	SF	$2,500,000
2020	Will Smith	SF	$2,500,000
2020	Derek Holland	SF	$1,750,000
2020	Hunter Strickland	SF	$1,550,000
2020	Ty Blach	SF	$565,000
2020	Gorkys Hernandez	SF	$561,500
2020	Reyes Moronta	SF	$545,000
2020	Alen Hanson	SF	$457,080
2020	Andrew Suarez	SF	$454,150
2020	Chris Stratton	SF	$445,500
2020	Dereck Rodriguez	SF	$369,180
2020	Pierce Johnson	SF	$366,250
2020	Kelby Tomlinson	SF	$331,210
2020	Austin Slater	SF	$310,580
2020	Chase d'Arnaud	SF	$251,980
2020	Ray Black	SF	$213,890
2020	Gregor Blanco	SF	$177,408
2020	Casey Kelly	SF	$123,060
2020	Aramis Garcia	SF	$105,480
2020	Chris Shaw	SF	$90,830
2020	Steven Okert	SF	$84,970
2020	Ryder Jones	SF	$82,040
2020	Abiatal Avelino	SF	$79,110
2020	Buster Posey	SF	$22,202,777 
2020	Johnny Cueto	SF	$21,000,000 
2020	Jeff Samardzija	SF	$19,800,000 
2020	Julian Fernández	SF	$545,000 
2020	Pablo Sandoval	SF	$545,000 
2020	Steven Duggar	SF	$249,050 
2020	Andrew McCutchen	SF	$11,020,831 
2020	Matt Cain	SF	$7,500,000 
2020	Austin Jackson	SF	$1,629,035 
2020	Cory Gearrin	SF	$909,575 
2020	Roberto Gomez	SF	$47,312 
2020	D.J. Snelten	SF	$29,300 
2020	Josh Osich	SF	$132,000 
2020	Tyler Beede	SF	$20,510 
2020	Miguel Gomez	SF	$38,090 
2020	Derek Law	SF	$55,670 
2020	Manny Parra	SF	$545,000 
2020	Jose Valdez	SF	$64,460 
2020	Mac Williamson	SF	$187,520 
2020	Joey Bart	SF	$7,025,000 
2020	Marco Luciano	SF	$2,600,000 
2020	Sean Hjelle	SF	$1,500,000 
2020	Jairo Pomares	SF	$975,000 
2020	Jake Wong	SF	$850,000 
2020	Blake Rivera	SF	$800,000 
2020	Luis Matos	SF	$725,000 
2020	Patrick Hilson	SF	$520,000 
2020	Keaton Winn	SF	$500,000 
2020	Bryan Hernandez	SF	$290,000 
2020	Edison Mora	SF	$200,000 
2020	Solomon Bates	SF	$150,000 
2020	Jacob Lopez	SF	$150,000 
2020	Sean Roby	SF	$150,000 
2020	Ben Madison	SF	$140,000 
2020	George Bell	SF	$125,000 
2020	Matt Frisbee	SF	$125,000 
2020	Abdiel Layer	SF	$125,000 
2020	Randy Norris	SF	$125,000 
2020	Travis Perry	SF	$125,000 
2020	Trenton Toplikar	SF	$125,000 
2020	Bryce Tucker	SF	$125,000 
2020	David Villar	SF	$125,000 
2020	Jett Manning	SF	$100,000 
2020	Fabian Pena	SF	$100,000 
2020	Preston White	SF	$85,000 
2020	Alex DuBord	SF	$75,000 
2020	Angel Guzman	SF	$62,500 
2020	Marcos Campos	SF	$50,000 
2020	Clay Helvey	SF	$50,000 
2020	Trevor Horn	SF	$50,000 
2020	Chris Roberts	SF	$25,000 
2020	Kwan Adkins	SF	$2,500 
2020	Austin Edgette	SF	$2,500 
2020	Braden Frankfort	SF	$2,500 
2020	Ryan Walker	SF	$2,500 
2020	Ben Strahm	SF	$1,500 
2020	Clayton Kershaw	LAD	$35,571,428
2020	Matt Kemp	LAD	$18,000,000
2020	Rich Hill	LAD	$16,666,666
2020	Justin Turner	LAD	$12,000,000
2020	Kenley Jansen	LAD	$11,333,333
2020	Yasiel Puig	LAD	$9,214,285
2020	Yasmani Grandal	LAD	$7,900,000
2020	Hyun-Jin Ryu	LAD	$7,833,333
2020	Manny Machado	LAD	$6,365,591
2020	Kenta Maeda	LAD	$6,125,000
2020	Alex Wood	LAD	$6,000,000
2020	Brian Dozier	LAD	$3,000,000
2020	Joc Pederson	LAD	$2,600,000
2020	Tony Cingrani	LAD	$2,300,000
2020	Josh Fields	LAD	$2,200,000
2020	Enrique Hernandez	LAD	$1,600,000
2020	Pedro Baez	LAD	$1,500,000
2020	Ryan Madson	LAD	$1,250,013
2020	Chase Utley	LAD	$1,000,000
2020	David Freese	LAD	$685,470
2020	Cody Bellinger	LAD	$585,000
2020	Chris Taylor	LAD	$575,000
2020	Austin Barnes	LAD	$555,000
2020	Ross Stripling	LAD	$555,000
2020	Scott Alexander	LAD	$520,432
2020	Walker Buehler	LAD	$512,750
2020	Julio Urias	LAD	$502,690
2020	John Axford	LAD	$500,030
2020	Max Muncy	LAD	$489,310
2020	J.T. Chargois	LAD	$437,636
2020	Yimi Garcia	LAD	$389,505
2020	Caleb Ferguson	LAD	$328,160
2020	Zac Rosscup	LAD	$259,120
2020	Dylan Floro	LAD	$251,980
2020	Kyle Farmer	LAD	$237,330
2020	Pat Venditte	LAD	$193,380
2020	Alex Verdugo	LAD	$137,710
2020	Andrew Toles	LAD	$122,344
2020	Tim Locastro	LAD	$120,130
